Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Limestone,21.79490239,,Anticline,0.396343446,0.923490272,,0
Shale,,,Fault,,0.576129107,,0
Shale,,795.0029571,Fault,,,1312,0
Sandstone,1.142589018,513.8672656,Anticline,,2.642464448,,0
Shale,,778.9594188,Dome,0.806868043,,1043,0
Shale,,,Fault,,4.560373805,2640,0
Shale,,,None,0.667292182,3.662251655,3281,0
Limestone,3.454673622,902.2739838,Fault,0.152732394,3.177446516,2970,0
Sandstone,,779.7968724,Fault,,4.997590657,4559,0
Limestone,25.82396811,607.252948,Dome,0.1692159,,2576,0
Limestone,19.97573299,887.0198177,None,0.899499884,3.505414746,,1
Sandstone,20.90085334,,Dome,0.373254959,3.797057234,2948,0
Shale,19.97492483,20.29908513,Dome,0.469125908,3.353557531,2989,0
Limestone,17.25211257,973.9614706,Fault,0.220913203,,3248,0
Limestone,,938.821367,Fault,0.715477129,,3216,0
Limestone,25.90670409,324.5270357,None,0.707051727,1.531434968,1596,1
Shale,23.2371625,950.7620372,Dome,,3.551411422,2981,0
Sandstone,,65.02050302,None,,,,0
Sandstone,0.405409269,,Fault,,,,1
Sandstone,4.267657193,32.5884182,None,,,,0
Shale,8.976960129,83.65234798,None,,4.848130096,,0
Limestone,9.397994297,,Anticline,0.474755062,4.389618061,,1
Sandstone,16.68984022,225.0341248,Fault,0.378475051,2.083934958,,0
Shale,,561.9630742,None,0.722845875,,1100,1
Shale,16.12021491,894.2132105,Fault,0.045962297,3.587733841,,0
Sandstone,7.672311046,,None,0.610838657,1.874705732,842,0
Limestone,,,Dome,0.17577251,3.886708945,,1
Limestone,9.87691846,456.4106337,Anticline,0.350422572,,1509,0
Limestone,,447.152702,Anticline,,,2700,0
Limestone,1.967372179,,Fault,0.052111329,4.004823824,,0
Shale,12.48436103,,None,,,4696,0
Shale,0.154188828,913.4995252,None,,,2204,0
Shale,19.00392358,,Anticline,,3.030968124,2801,0
Sandstone,,,Anticline,0.237657812,3.544613987,3617,0
Sandstone,22.91889589,878.8713887,None,0.424972373,0.489541601,,0
Limestone,13.85775613,251.4053241,Anticline,0.856426489,4.967170247,,1
Shale,,,Fault,,0.673965432,1230,0
Shale,,,None,0.919848025,2.593831144,4075,0
Sandstone,21.02597097,324.3054955,Dome,,1.700120676,1312,0
Limestone,20.00315729,,None,,,500,0
Shale,17.13999015,416.6348542,None,0.71654855,1.255189252,4789,0
Sandstone,,,Anticline,0.557006821,1.36001528,3659,0
Sandstone,25.51130758,758.3183209,Dome,,2.738426964,2923,0
Limestone,10.2440822,93.46289042,None,0.285195748,0.28889596,3635,0
Limestone,9.341458197,,Anticline,,3.411228155,2587,1
Sandstone,22.44014209,,Fault,,4.094535568,,0
Shale,9.174405339,,None,,4.70876569,3712,0
Sandstone,,15.2627047,Anticline,,,,1
Shale,2.079849912,,Anticline,0.288341428,4.56999088,2254,0
Sandstone,8.003161909,,None,0.934861794,1.514790406,,0
Sandstone,10.84624196,185.7410928,None,0.795325354,4.413620721,,0
Limestone,2.171681948,751.6203988,Anticline,,,,0
Limestone,9.382233486,,Fault,0.250731978,,4772,0
Sandstone,12.744856,,Dome,0.225328726,,,0
Limestone,25.1361981,96.55295096,Anticline,0.48782485,,3673,0
Shale,27.38793014,674.3843943,Fault,,3.79763168,4612,0
Limestone,,212.5874893,Dome,0.157743673,3.364001391,,0
Shale,8.140978906,816.0394005,Fault,0.259488023,0.72531668,,0
Shale,,540.7539484,Anticline,0.270839165,4.602586339,1221,1
Sandstone,25.11789021,360.5227152,Anticline,,0.939966598,3952,1
Sandstone,,989.9906344,Dome,0.029317609,1.993004777,4028,0
Sandstone,1.656675622,794.0494496,Anticline,,,807,0
Limestone,1.61316935,427.7053985,Anticline,,0.935686043,790,0
Sandstone,26.47410585,,None,,,,0
Limestone,8.631553035,,Dome,0.372157428,,,0
Limestone,,,Anticline,,,4551,1
Limestone,13.36358789,980.0061212,Anticline,0.865965954,,,1
Sandstone,,216.0174994,Fault,,,,0
Sandstone,9.530840926,817.5950428,Dome,0.428995111,4.347284703,2389,0
Sandstone,15.44008572,,Dome,0.084694212,0.422643878,3366,0
Sandstone,7.890775072,,Fault,,1.38963656,,0
Sandstone,19.74247754,,Dome,0.144020358,4.69618005,,0
Limestone,,357.0092277,Fault,,2.038362291,,1
Limestone,20.07797388,892.1380853,Anticline,,4.875713497,,0
Limestone,9.729866374,423.3360183,Dome,,,3602,0
Limestone,,,None,,,2613,0
Shale,27.08291364,580.4584494,Dome,,0.168827886,1972,0
Limestone,,,None,0.328108561,0.416223907,,0
Sandstone,13.47250178,155.2605294,None,0.08051501,,,0
Limestone,,,None,,,,0
Limestone,18.66908937,,Fault,0.800509646,4.450816531,3825,1
Sandstone,,,Anticline,0.612402908,,,1
Sandstone,15.59055093,,None,0.031379688,0.146831497,4680,0
Sandstone,7.395597169,914.5431932,Dome,0.459441512,,,0
Shale,,,Anticline,,3.545866266,,0
Sandstone,24.44381003,,Fault,0.737018636,4.115979985,,1
Sandstone,14.50649552,256.1550104,Anticline,0.716709907,,597,1
Limestone,17.84860466,685.1696247,Fault,0.607086781,0.984011729,,0
Shale,,,Fault,,4.730449254,,1
Shale,15.65652984,438.526,Anticline,0.714583471,3.34408797,,0
Sandstone,6.516926594,,Anticline,0.381611074,2.150753765,2337,0
Sandstone,,,Dome,0.222446168,1.399688858,1265,0
Shale,9.711924768,,Dome,,1.578837796,,0
Shale,25.3320703,473.4411305,Fault,0.916830576,1.470095356,,1
Limestone,26.13794056,,Dome,,,3785,0
Shale,14.48185162,479.7968042,Fault,0.908818263,4.826207545,,0
Sandstone,25.73292437,265.2076854,Fault,0.598117879,1.719638483,4730,1
Limestone,24.17240677,777.5561116,None,0.824615661,,,1
Sandstone,27.52802089,366.6304119,None,,2.86143847,,1
Shale,24.17026137,326.5182467,Dome,,0.831077473,,0
Sandstone,5.170476424,207.695992,None,0.565449235,4.984532074,1421,0
Limestone,16.53424009,696.9873495,Fault,,,,0
Limestone,,220.7794728,Dome,0.355633322,,3325,0
Shale,,,Anticline,0.71380865,0.307458356,4794,1
Shale,,,Fault,0.469577048,4.62836747,4881,0
Sandstone,10.76267286,82.40848733,None,,,4468,0
Shale,9.225893865,,Anticline,0.873102566,,2775,0
Limestone,15.43357303,527.2211046,None,,4.446325774,3697,1
Sandstone,12.82522673,454.9553415,Fault,0.15124025,4.564205795,4029,0
Sandstone,20.00806253,592.5311131,Fault,0.552323369,,,0
Limestone,,434.1724274,Anticline,,4.863735152,,0
Sandstone,18.30130036,180.5134016,None,0.958577682,3.509843016,4061,1
Sandstone,,,Fault,,,,0
Limestone,1.232045184,470.8136523,None,0.419336657,,526,0
Shale,10.79159586,510.4225629,Dome,0.903396801,0.342728996,,0
Limestone,10.07530461,,Dome,0.055151124,2.078136193,1897,0
Shale,5.387993443,523.6069828,Fault,0.448277146,4.740262715,,0
Limestone,10.25023721,801.5708776,None,,,,0
Shale,25.68003225,,Fault,0.770525279,4.36443925,4181,1
Sandstone,9.497602797,,Fault,0.353795985,,4632,0
Limestone,16.61470322,,Anticline,0.077320245,0.069077382,4273,0
Sandstone,,112.4823308,Anticline,,,,0
Sandstone,,520.4781259,None,,2.793975577,1336,1
Shale,22.450825,,Anticline,0.190360938,,4816,0
Sandstone,17.62043374,754.7170035,Dome,0.140068005,2.0246461,2106,0
Sandstone,1.927581689,889.3488994,Anticline,0.524798014,,3599,0
Limestone,,,None,0.043167514,1.449977016,,0
Sandstone,3.974068621,,Dome,0.782682761,2.702765591,2488,1
Limestone,,537.4720766,None,,,,0
Sandstone,,,Anticline,,1.974016,,0
Shale,4.264225608,525.5388063,Fault,,2.259395284,,0
Sandstone,5.849902126,,Fault,0.439316308,4.787793143,,0
Shale,,,Fault,0.900411638,,3678,0
Limestone,6.297541372,705.5783404,Anticline,,4.611088012,2289,1
Sandstone,8.374323997,29.45532674,None,0.048744855,3.628479932,2907,0
Shale,25.90439685,451.4564309,None,0.251100224,,,0
Shale,1.098890928,194.1852313,Dome,,,2966,0
Shale,,331.0505534,Fault,,,1816,0
Shale,1.208668372,,Dome,0.83673757,3.596612769,1768,0
Sandstone,17.94027352,,Dome,,3.790915551,,0
Shale,,219.751157,None,0.748723635,1.402790586,4530,0
Shale,20.44380346,225.6137361,None,0.772175684,2.914901011,,0
Shale,,174.2158916,None,0.222800537,1.822777444,2535,0
Shale,18.78967055,,Anticline,,1.912571122,2863,0
Limestone,26.83213166,318.9367423,Anticline,,1.599514968,,0
Sandstone,27.84155251,55.2169142,None,0.080063663,1.20948152,3596,0
Shale,7.526204151,47.4949797,None,0.140000483,,611,0
Shale,3.349077882,,Dome,0.028231053,2.192345676,,0
Shale,4.148495202,220.0464359,None,,2.694752554,,0
Limestone,,505.7212513,None,,,4714,0
Sandstone,21.68792017,447.8442483,Dome,,2.897432407,,0
Limestone,,370.7191908,Fault,0.614332477,0.072443403,3938,1
Sandstone,26.50694185,564.5628168,Fault,0.810332508,3.188376787,2999,1
Sandstone,25.32557687,,Fault,0.859938747,,1396,1
Sandstone,,,Dome,0.634297411,2.550524703,4880,1
Sandstone,20.85359448,321.5605176,None,,,,1
Sandstone,22.9463649,219.2047055,Dome,0.607646383,,4821,1
Limestone,21.33002886,768.438561,None,,3.97967919,3998,0
Limestone,1.775312156,447.1552992,Dome,0.448554856,,3433,0
Shale,17.4938347,,None,,,2720,0
Limestone,,329.7483395,Anticline,0.579895598,1.63548888,2883,0
Sandstone,6.48377995,,Dome,0.174067384,0.059811315,,0
Limestone,24.98495706,,Fault,0.173084573,,3112,0
Limestone,5.769296881,627.878648,Dome,,0.59513289,,0
Limestone,6.124996775,,Anticline,,,,0
Sandstone,4.006026995,,None,0.572553194,,,0
Shale,0.141372766,262.026073,Fault,,4.517717963,,0
Sandstone,26.35247589,,Dome,,1.417730123,2572,1
Sandstone,12.04492832,,None,0.264067136,1.348503826,,0
Shale,23.22753443,,None,0.316673005,1.858805606,3840,0
Shale,0.475555267,,None,0.524753939,2.178288987,3752,0
Sandstone,17.98882705,,None,0.176501223,0.852424319,783,0
Sandstone,18.55581176,,Anticline,,2.821892304,2934,1
Limestone,23.30409996,859.4734869,Anticline,0.157660595,,,0
Shale,25.54217244,933.4421236,Anticline,0.593876225,,853,0
Limestone,,535.3691823,Anticline,0.394571698,4.642249185,4611,0
Sandstone,,,Fault,0.98823603,4.246881377,2478,1
Sandstone,20.72854099,,Dome,0.555696509,1.693932527,,1
Sandstone,,572.3107057,Dome,0.438209281,,,0
Shale,13.90866223,321.7005047,None,0.34911927,3.237683341,2398,0
Shale,12.30878409,423.6131429,Anticline,0.234928263,2.048140831,,0
Limestone,,959.6665276,Anticline,0.797083955,,3726,1
Limestone,4.483087756,,Dome,0.854505092,4.493685309,2637,1
Shale,0.146533981,849.8137143,None,0.051515593,,,0
Sandstone,19.90087602,604.0284678,Anticline,,4.555664054,,1
Limestone,5.502160458,63.9537621,Anticline,0.89249246,3.412683877,,1
Sandstone,24.17114377,,Dome,0.589431483,1.309498678,4654,0
Shale,,,Dome,,,,0
Shale,,299.6487804,Fault,,,1715,1
Shale,28.63920482,163.2977536,Anticline,0.605905745,4.892096996,1199,0
Limestone,,588.9975113,Fault,0.157941486,0.254755429,,1
Shale,10.73883584,579.9146886,Fault,0.616293556,2.352231569,,0
Shale,10.22843405,636.8937791,Dome,0.042753538,,4242,0
Limestone,,,Fault,0.657000887,1.422305793,2692,1
Limestone,11.46161648,620.3463252,Anticline,,4.107255515,,1
Sandstone,7.983238685,436.8136618,Anticline,0.100644394,1.875793323,2672,0
Shale,,99.33627434,Anticline,0.945117529,,2977,0
Sandstone,,643.8806362,Dome,,0.470657501,1459,1
Limestone,3.344630635,,Fault,0.498357934,0.64104476,3351,0
Limestone,8.168569821,846.2203537,Anticline,0.309192599,4.844764943,4820,1
Limestone,8.864037739,795.4213699,Fault,0.514170547,4.035395781,4839,0
Limestone,21.20513567,367.6262738,None,,2.745640905,3751,0
Sandstone,24.39188392,,Fault,0.698942392,3.458517089,,1
Shale,27.27697129,,Dome,,0.041466547,,0
Limestone,,,Fault,0.208605552,0.381094842,,0
Limestone,,,Fault,0.119481428,3.244910991,2266,0
Shale,5.415546852,225.6810646,Anticline,0.091349227,1.082354316,3280,0
Limestone,7.64246122,991.4402599,Dome,0.824461559,2.115084762,4716,1
Limestone,,,None,,3.109197932,2477,0
Limestone,6.196032119,466.836687,None,,,3820,0
Shale,,710.7142917,Fault,0.103891354,,1170,0
Sandstone,0.555937008,255.35472,None,0.416988603,3.694217546,,0
Sandstone,,,Anticline,0.591047555,0.094994728,2042,0
Limestone,,425.2065286,Anticline,0.031162353,4.101806742,2605,0
Limestone,25.88892139,,Fault,0.427195603,,,1
Shale,,,Anticline,0.03976637,1.353240066,3789,0
Limestone,1.873425936,876.9561959,Fault,0.386195821,,4916,0
Sandstone,15.68192034,,Dome,0.036296278,0.660919652,3907,0
Sandstone,19.5454705,987.2272404,Anticline,0.035071279,2.593987437,3911,0
Shale,16.63070044,,Anticline,0.605385608,,,0
Shale,18.11390976,739.868361,Anticline,0.319044031,3.757536803,3544,0
Shale,18.41938369,179.4841425,Fault,0.353910825,3.465148344,2491,0
Shale,12.34123714,873.9479993,Fault,,,,0
Limestone,28.20662417,,Dome,0.32464739,0.863016146,2455,0
Limestone,17.28477989,50.00930904,Dome,0.234737581,1.762016491,,0
Limestone,22.05753649,,Dome,0.43594915,,,0
Limestone,23.19550504,,Fault,0.732740214,,2705,1
Sandstone,4.215219093,445.6659237,Fault,,4.945927643,,0
Sandstone,,735.288175,Dome,,,4956,0
Limestone,,659.7195497,Anticline,,4.553570713,,1
Sandstone,0.47228739,746.1463728,Anticline,0.619160025,,4299,1
Shale,5.103462519,817.1407297,Fault,0.150019362,,2680,0
Sandstone,,,Fault,0.956611854,,2161,1
Shale,1.244975015,913.5974559,Anticline,0.148688872,,3800,1
Limestone,17.30649825,287.6166454,Anticline,0.951127032,3.328581247,,0
Sandstone,20.66431511,288.8370037,Anticline,,1.550126655,,1
